shift_id,category,note
S103390,colleague_absent,Mavuso off sick. again. covered.
S103663,relief_no_show,Next sift guuard did not pitch. Had to cover
S108607,nothing_reported,ok
S107110,colleague_absent,"double duty today, Maluleke on family responsibility leave"
S108272,relief_no_show,"aflos het nie opgedaag nie, moes aanbly.."
S101015,relief_no_show,"waited for relief, nobody caem throuhg"
S105970,equipment_failure,"generator fault, stayed to monitor"
S102398,nothing_reported,fine
S100890,colleague_absent,COVERED FOR FOURIE AGAIN - 3RD TIME THIS MONTH
S108525,nothing_reported,.
S101514,relief_no_show,"control room says relief coming, nobody came"
S103076,relief_no_show,"stlil on site, relief was suppose to comme 6am"
S106703,client_requested,Client asked for extra patrol affter the break-in Tuesday
S105099,relief_no_show,"next shift akafikanga, ngihlale kuze kube 06:00"
S101736,colleague_absent,"tok bothha shift as wlel, 2 posts 1 guard"
S100768,late_handover,"handover late agn, keys missing"
S103771,equipment_failure,"scrubber broke down, had to do the floor manually"
S108483,colleague_absent,Covering for Molefe - booked off sick
S107757,nothing_reported,
S100188,colleague_absent,"worked through, Wyk at the clinic"
S102703,nothing_reported,as per normal
S100541,nothing_reported,
S103562,late_handover,"waitde 40 min for handover, OB book not signed"
S109114,colleague_absent,Covering for Sibiya - booked off sick
S100401,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S107329,colleague_absent,"covering jacobs post, no show no call"
S106542,colleague_absent,"covering Ndlovu post, no show no call"
S106384,client_requested,Centre manager requested additional cover for stocktake
S108050,late_handover,"oorhandiging was laat, gewag vir sleutels"
S104560,relief_no_show,"still on site, relief was suppose to come 06h00"
S104444,relief_no_show,"relief only arrived six, stayed until then"
S101563,colleague_absent,Mokoena off sick. again. covered.
S107377,nothing_reported,sharp
S105447,nothing_reported,all fine
S109353,colleague_absent,"FOURIE DIDNT COME IN, COVERED THE POST"
S103389,late_handover,shift handover delayed by 25 min
S100108,nothing_reported,niks om te rapporteer nie
S108169,client_requested,CLIENT REQUESTED DEEP CLEAN BEFORE THE AUDIT - APPROVED
S105080,unclear,"client says stay till 6am, dont know if office approved"
S108856,relief_no_show,no relief. stayed. someone must please sort the roster
S105331,colleague_absent,"tshabalala didnt come in, covered the post"
S105996,nothing_reported,akukho lutho
S106246,client_requested,"extra patrol per client email, approved by office"
S109266,colleague_absent,stood in for Jacobs
S103118,client_requested,KLIENT HET EKSTRA URE GEVRA VIR STOCKTAKE
S103564,client_requested,Client asked for extra patrol after the break-in Tuesday
S106895,colleague_absent,COVERED FOR NAIDOO AGAIN - 3RD TIME THIS MONH
S104664,equipment_failure,"gate motor failed, manned it by hand till 6am"
S104110,colleague_absent,"Mahlangu didnt come in, covvered the post"
S102815,client_requested,Client requested deep clean before the audit - approved..
S106531,relief_no_show,reliief no show AGAIN
S105761,equipment_failure,"scrubber broke down, had to do the floor manually !"
S104827,nothing_reported,fine
S109104,colleague_absent,"covering ncobo post, no show no call"
S101256,nothing_reported,no incidents
S108577,nothing_reported,fine
S107482,colleague_absent,"covering tshabalala post, no show no call"
S102168,client_requested,"requested by centre management for load in, signed off"
S108588,colleague_absent,"Mokoena didnt come in, covered the post"
S102903,nothing_reported,fine
S107590,nothing_reported,
S107990,relief_no_show,Next shift guard did not pitch. Had to cover.
S104917,client_requested,"client wantde extra man on the gate for the event, approved"
S106054,nothing_reported,
S106651,colleague_absent,"covering mavuso post, no show no call"
S105903,nothing_reported,
S108918,equipment_failure,"gate motor failed, manned it by hand till six"
S103566,nothing_reported,fine
S100580,equipment_failure,"scrubber broke down, had to do the floor manually !"
S102756,nothing_reported,no incidents
S108062,colleague_absent,"uBotha akezanga namhlanje, ngimele yena"
S102048,nothing_reported,all quiet
S101479,colleague_absent,stood in for mavuso !
S100486,relief_no_show,"waited for relif, noody came through"
S100254,client_requested,klient het ekstra ure gevra vir stocktake
S103600,client_requested,"requested by centre management for load in, signed off"
S109196,nothing_reported,ok
S104748,relief_no_show,"next shift akafikanga, ngihlale kuze kube 6.."
S104029,late_handover,"handover late again, keys missing"
S107997,late_handover,"waited 25 min for handover, OB book not signed"
S101101,equipment_failure,"buffer machine kaput, did the floor by hand"
S106368,colleague_absent,"took Mthembu sift as well, 2 posts 1 guard"
S100650,late_handover,"hanodver late again, keys missing"
S102313,equipment_failure,"scrubber broke dow, had to do the floor manually"
S105832,relief_no_show,no relief. stayed. someone must pleasse sort the roster
S106260,colleague_absent,"Fourie absent, took her rounds as well"
S102468,colleague_absent,"gedek vir Sibiya, siek gmeld !"
S103572,relief_no_show,"still on site, relief was suppose to come 6am"
S105038,colleague_absent,"covering Khumalo poost, no show no call"
S108041,colleague_absent,stood in for Sibiya
S105104,unclear,"client says stay till 6am, dont know if office approved"
S106517,colleague_absent,"covering Ngcobo post, no show no call"
S103677,client_requested,"EXTRA PATROL PER CLIENT EMAIL, APPROVED BY OFFICE"
S108890,colleague_absent,"coverng Mokoena post, no show no call"
S104902,colleague_absent,"took Zulu shift as well, 2 posts 1 guard"
S106815,colleague_absent,"uKhumalo akezanga namhlanje, ngimele yena"
S106110,equipment_failure,"scrubber broke down, had to do the floor manually"
S103096,relief_no_show,"still on site, relief was suppose to come 0h600"
S103034,client_requested,Client asked for extra patrol after the break-in Tuesday
S100272,client_requested,"extra patrol per client email, approved by office"
S109168,colleague_absent,"took radebe shift as well, 2 posts 1 guard"
S106426,colleague_absent,"sibiya didnt come in, covered the post"
S106302,late_handover,"oorhandiging was laat, gewag vir sleutels.."
S101930,equipment_failure,"buffer machine kaput, did the floor by hand"
S104426,colleague_absent,"Jacobs ddnt come in, covered the post"
S100225,nothing_reported,
S102621,nothing_reported,all good
S105134,nothing_reported,fine
S106959,late_handover,shift handover delayed by 30 min
S100776,client_requested,"client wanted extra man on the gate for the event, approved"
S107712,relief_no_show,relief no show AGAIN
S101017,nothing_reported,akukho lutho
S103042,colleague_absent,Covering for Adams - booked off sick
S101783,colleague_absent,"Mthembu absent, took her rounds as well"
S101489,colleague_absent,"KHUMALO ABSENT, TOOK HER ROUNDS AS WELL"
S101625,client_requested,klient het ekstra ure gevra vir stocktake
S106255,nothing_reported,nothing to report
S100111,nothing_reported,no issues on site
S101389,client_requested,"requested by centre management for load in, signed off"
S101594,colleague_absent,Covering for Motaung - booked off sick
S108714,nothing_reported,.
S101860,late_handover,"oorhandiging was laat, gewag vir sleutels"
S104813,client_requested,"client wanted extra man on the gate for the event, approved"
S102738,relief_no_show,"no replacement sen, ngicela sort this out"
S102457,colleague_absent,"GEDEK VIR TSHABALALA, SIEK GEMELD"
S109258,nothing_reported,
S104065,client_requested,klient het ekstra ure gevra vir stocktake
S106134,client_requested,klient het ekstra ure gevra vir stokctake
S104737,nothing_reported,ntr
S108111,equipment_failure,"lift out of order, everything carried up stairs, took long"
S107379,colleague_absent,"uTshabalala akezanga namhlanje, ngimele yena"
S105790,client_requested,extra hours approved by client for the event setup
S101975,client_requested,centre mgr requested additional cover for socktake
S103015,client_requested,"requested by centre management for load in, signed off"
S108376,relief_no_show,"relief only arrived six, stayed until then"
S107834,nothing_reported,sharp
S105111,nothing_reported,no incidents
S102752,client_requested,"requested by centre management for load in, signed off"
S104303,colleague_absent,"umavuso akezanga namhlaje, ngimele yena"
S101503,colleague_absent,"double duty today, Mabaso on family responsibility leave"
S107725,nothing_reported,
S106111,colleague_absent,COVERED FOR MOLEFE AGAIN - 3RD TIME THIS MONTH
S103023,nothing_reported,niks om te rapporteer nie
S100589,colleague_absent,stood in for Mavuso
S100308,colleague_absent,"UBOTHA AKEZANGA NAMHLANJE, NGIMELE YENA.."
S104634,colleague_absent,covered for ngcobo again - 3rd time this month
S106676,client_requested,Centre mgr requested additional cover for stocktake
S101329,late_handover,"late handover, waiting on ppaerwork.."
S103782,nothing_reported,.
S100173,relief_no_show,relief no show AGAIN
S103024,colleague_absent,stood in for Fourie
S104314,equipment_failure,"buffer machine kaput, did the floor by hand"
S101799,colleague_absent,"took Wyk shfit as well, 2 posts 1 guard"
S106226,late_handover,"oorhandiging was laat, gewag vir sleutels"
S101914,client_requested,"client wanted extra man on the gate for the event, approved"
S103983,nothing_reported,ok
S100260,client_requested,"requested by centre management for laod in, siigned off"
S106095,relief_no_show,relief no show AGAIN..
S104101,relief_no_show,double shift because relief nevre pitched !
S102185,equipment_failure,"gate motor faied, manned it by hand till 06:00"
S101029,nothing_reported,all quiet
S106177,nothing_reported,niks om te rapporteer nie
S101540,relief_no_show,"relief never arriived, stayed on till 6am.."
S103555,colleague_absent,Covering for Mabaso - booked off sick
S100187,late_handover,"late handover, waiting on paperwork.."
S100994,late_handover,shift handover delayed by 30 min
S108396,nothing_reported,akukho lutho
S108964,equipment_failure,"macine down again, took twice as long.."
S105197,client_requested,Client asked for extra patrol after the break-in Tuesday
S108086,equipment_failure,"generator fault, stayed to monitor.."
S104812,colleague_absent,"gedek vir Wyk, siek gemeld"
S103937,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S108875,nothing_reported,all quiet
S109345,late_handover,"waited 25 min for handover, OB book not signed"
S103752,colleague_absent,stood in for Ndlovu
S105864,nothing_reported,all good
S103788,client_requested,"additional cover requested by site manager, signed off"
S108707,client_requested,extra hours approved by client for the event setup..
S105904,late_handover,"waited 45 min for handover, OB book not signed"
S108183,colleague_absent,"double duty today, Radebe on family responsibility leave"
S106897,client_requested,client asked for extra patrol after the break-in tuesday
S101626,relief_no_show,"control room says relief coming, nobody came.."
S108720,colleague_absent,"took botha shift as welll, 2 posts 1 guard"
S100151,relief_no_show,"no replacement sent, ngicla sort this out"
S108351,client_requested,Client asked for extra patrol after the break-n Tuesday
S101876,colleague_absent,"gedek vir Sibiya, siek gemeld"
S107598,colleague_absent,"double dtuy today, Mabaso on family responsibility leave"
S101611,client_requested,"additional cover requested by site manager, signed off"
S100686,colleague_absent,"double dtuy today, sibiya on family responsibility leave.."
S105135,nothing_reported,ntr
S105437,late_handover,"late handoverr, waiting on paperwork.."
S107612,late_handover,shift handover delayed by 30 min
S105334,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S107907,relief_no_show,"relief only arrived 0600, stayed until then"
S100176,relief_no_show,relief no show AGAIN
S105236,nothing_reported,quiet shift
S102422,nothing_reported,fine
S106865,late_handover,"waited 40 min for handover, OB book not signed"
S109275,relief_no_show,"next shift akafikanga, ngihlale kuze kbue 0600"
S101634,client_requested,"client wanted extra man on the gate for the event, approved"
S103504,nothing_reported,-
S108589,equipment_failure,"gate motor failed, manned it by hand till 6am"
S107748,colleague_absent,Covering for Raddebe - booked off sick
S100722,relief_no_show,"no replacement sent, ngiceela sort thiis out"
S106105,client_requested,"client wanted extra man on the gate for the event, approved"
S108840,client_requested,Client asked for extra patrol after the break-in Tuesday
S104494,nothing_reported,all good
S104059,late_handover,"handover late agn, keys missing"
S107987,relief_no_show,"control room says relief coming, nobody came"
S105786,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S101880,equipment_failure,"generator fault, stayed to monitor"
S103591,unclear,"client says stay till 06h000, dont know if office approved"
S107064,equipment_failure,"generator fault, stayed to monitor"
S100258,colleague_absent,"took Zulu shift as well, 2 posts 1 guard"
S101493,client_requested,"extra patrol per client email, approved by ofice.."
S108173,colleague_absent,"jacobs didnt come in, covered the psot"
S107362,equipment_failure,"gate motor failed, manned it by hand till 6am"
S106155,relief_no_show,"relief only arrived 06h00, stayed until then.."
S105417,colleague_absent,"covering Baloyi post, no show no call"
S107630,nothing_reported,ok
S101106,colleague_absent,"gedek vir sibiya, siek gemeld"
S104193,nothing_reported,quiet shift
S100708,relief_no_show,relief no show AGAN
S100746,colleague_absent,covering for mthembu - booked off sick
S104863,late_handover,"handover late again, keys missing"
S104353,nothing_reported,quiet shift
S108312,equipment_failure,"lift out of order, everything carried up stairs, took long"
S107015,late_handover,shift handover delayed by 25 min
S105321,equipment_failure,"generator fault, stayed to monitor"
S101345,late_handover,"oorhandiging was laat, gewag vir sleutels.."
S105442,nothing_reported,niks om te rapporteer nie
S109354,late_handover,"late handover, waiting on paperwork"
S106794,nothing_reported,as per normal
S108276,equipment_failure,"machine down agn, toook twice as long"
S105716,relief_no_show,no relief. stayed. someone must pls sort the roster
S107347,colleague_absent,"covering Mabaso pst, no show no call"
S109303,colleague_absent,"took Molefe shift as well, 2 posts 1 guard"
S106462,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107420,late_handover,"waited 30 min for handover, OB book not signed.."
S108102,client_requested,"requested by centre management for load in, signed off"
S104907,equipment_failure,"machine down ang, took twice as long.."
S104285,client_requested,Client requested deep clean bfore the audit - approved
S106215,late_handover,"late handover, waiting on paperwork"
S106269,colleague_absent,"Radebe didnt come in, covered the pst"
S106418,client_requested,client requested deep clean before the audit - approved
S104318,relief_no_show,double shift bc relief never pitched..
S103038,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S101593,relief_no_show,"next shift akafikanga, ngihlale kuze kube 06h00"
S108484,nothing_reported,fine
S102184,client_requested,"client wanted extra man on the gate for the event, approved"
S103827,late_handover,"handover late again, keys missing"
S102641,nothing_reported,ok
S106425,client_requested,Client asked for extra patrol after the break-in Tuesday
S106887,relief_no_show,relief no show AGAIN
S106310,colleague_absent,stood in for botha
S103769,colleague_absent,Covering for Molefe - booked off sick !
S109125,equipment_failure,"buffer machine kaput, did the floor by hand"
S105330,nothing_reported,all quiet
S105128,late_handover,"oorhandiging was laat, gewag vir sleutels"
S103548,client_requested,"requested by centre management for load in, signed off"
S107828,equipment_failure,"scrubbr broke dwon, had to do the floor manually"
S107360,colleague_absent,NDLOVU OFF SICK. AGN. COVERED.
S100250,relief_no_show,"relief onnly arrived sixx, styed until then"
S105607,equipment_failure,"gate motor failed, manned it by hand till 0600.."
S104909,client_requested,Client asked for extra patrol after the break-in Tuesday
S105715,colleague_absent,"jacobs absent, took her rounds as well"
S108256,client_requested,"extra patrol per client email, approved by office"
S107025,nothing_reported,as per normal
S107860,client_requested,Client requested deep clean before the audit - approved
S108314,nothing_reported,no issues on site
S101579,late_handover,"handover late agin, kys missing"
S102325,nothing_reported,no issues on site
S100961,nothing_reported,akukho lutho
S103659,client_requested,"requested by centre management for load in, signed off"
S107788,equipment_failure,"generator fault, stayed to monitor"
S106525,colleague_absent,Naidoo off sick. agn. covered.
S100335,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it !"
S107697,relief_no_show,"next shift akafikanga, ngihlale kuze kube 06h00.."
S101797,colleague_absent,"double duty today, Baloi on family responsibility leave"
S101653,client_requested,"client wanted extra man on the gate for the event, approved"
S104126,colleague_absent,"took ngcobo shift as well, 2 posts 1 guard !"
S104313,disputed_client_request,client signde for the extra hours but real reaon is relief no show agn
S105082,client_requested,Centre mgr requested additional cover for stocktake
S107328,colleague_absent,Ngcobo off sick. agn. covered.
S100559,equipment_failure,"scrubber broke down, had to do the floor manually"
S107027,colleague_absent,"worked through, Botha at the clinic"
S100512,client_requested,extra houurs approvved by client for the event setup
S108843,relief_no_show,"relief only arrived 0600, stayed until then"
S102407,late_handover,"waited 25 min for handover, OB book not signed"
S103766,colleague_absent,"Baloyi absent, toook her rounds as well !"
S100247,equipment_failure,"gate motor failed, manned it by hand till 6.."
S107594,colleague_absent,"gedek vir Mthembu, siek gemeld"
S107463,equipment_failure,"masjien is stukkend, alles met die hnd gedoen.."
S105085,colleague_absent,"covering Motaung pst, no show no call"
S108449,relief_no_show,"STILL ON SITE, RELIEF WAS SUPPOSE TO COME 6AM"
S100638,colleague_absent,"covering Molefe post, no show no call"
S108375,client_requested,Client requested deep clean before the audit - approved
S103818,colleague_absent,stood in for Hendricks
S103385,colleague_absent,adams off sick. agn. covered.
S109204,late_handover,shift handover delayed by 40 min
S100519,nothing_reported,quiet shift
S100263,equipment_failure,"machhine down agnn, took twice as long"
S105110,client_requested,"requested by centre management for load in, signed off"
S102851,colleague_absent,"Fourie didnt come in, covered the post"
S101066,client_requested,Client requested deep clean beefore the audit - approved
S109119,relief_no_show,"next shift akafikanga, ngihlale kuze kube 0600.."
S102485,colleague_absent,"covering Mahlnagu post, no show no call.."
S106307,late_handover,"oorhandiging was laat, gewag vir sleutles"
S104640,late_handover,"late handover, waitng on paperwork"
S108060,relief_no_show,Next shift guard did not pitch. Had to cover.
S101897,equipment_failure,"generator fault, stayed to monitor"
S103510,nothing_reported,akukho lutho
S100721,late_handover,"oorhandiging was laat, gewag vir slutels"
S109244,colleague_absent,"covering dlamini post, no show no call"
S106524,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104048,colleague_absent,"Botha didnt come in, covered the post.."
S106279,client_requested,Client asked for extra patrol after the break-in Tuesday
S100658,nothing_reported,quiet shift
S109007,nothing_reported,-
S106677,client_requested,"client wanted extra man on the gate for the eent, approved"
S100303,nothing_reported,sharp
S104262,client_requested,klient het ekstra ure gevra vir stocktakke
S104829,nothing_reported,.
S103758,client_requested,extra hours approved by client for the event setup
S108053,colleague_absent,"uMotaung akezanga namhlanje, ngimele yena"
S100287,nothing_reported,.
S105435,late_handover,"waited 25 min for handover, ob book not signed"
S108377,client_requested,extra hours approved by client for the event setup
S100543,equipment_failure,"gate motor failed, manned it by hand till 0600.."
S106048,client_requested,"stocktake ran over, client asked us to remain, they know thy pay for it"
S106627,client_requested,extra hrs approved by client for the evetn setup !
S104317,equipment_failure,"machine down again, took twice as long"
S100585,client_requested,extra hrs approved by client for the event setup
S103322,client_requested,"clent asked us to stay for the delivery, ok'd by centre mgmt"
S107281,client_requested,Client asked for extra patrol after the break-in Tuesday..
S101613,nothing_reported,no issues on site
S105263,late_handover,"oorhandiging was laat, gewag vir sleutels.."
S104844,colleague_absent,"double duty today, Baloyi on family responsibility leave"
S109257,colleague_absent,"UDLAMINI AKEZANGA NAMHLANJE, NGIMELE YENA.."
S101852,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107993,relief_no_show,no relief. stayed. soemone must please sort the roster
S101673,nothing_reported,quiet shift
S100900,relief_no_show,no relief. stayed. someone must pls sort the roster
S104782,colleague_absent,"took Sibiya shift as well, 2 posts 1 guard !"
S100369,relief_no_show,"control room says relief coming, nobody came"
S107249,client_requested,client requested deep clean before the audit - approved
S100812,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S105004,colleague_absent,"Maluleke didnt come in, covered the pot.."
S108127,nothing_reported,.
S104866,late_handover,"late handover, waiting on paperwork"
S104565,equipment_failure,"masjien is stukkend, alles met die hand gedoen.."
S103823,colleague_absent,STOOD IN FOR BALOYI
S100337,client_requested,Centre mgr requested additional cover for stocktake
S102380,client_requested,Client requested deep clean before the audit - approved
S108008,client_requested,Client requested deep claen before the audit - approved
S108054,disputed_client_request,CLIENT SIGNED FOR THE EXTRA HRS BUT REAL REASON IS RELIEF NO SHOW AGAIN
S105116,nothing_reported,
S107505,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104470,nothing_reported,sharp
S103327,client_requested,"EXTRA PATROL PER CLIENT EMAIL, APPROVED BY OFFICE"
S106369,late_handover,"handover late agn, keys missing"
S104425,relief_no_show,Next shift guard did not pitch. Had to cover.
S106790,nothing_reported,as per normal
S101341,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105660,colleague_absent,"covering Adams post, no show no call"
S103413,nothing_reported,-
S108598,relief_no_show,double shift becaue relief never pitched
S101586,equipment_failure,"scrubber broke down, had to do the floor manually"
S103803,colleague_absent,"Motaung absent, took her rounds as well"
S108867,relief_no_show,"still on site, relief was suppose to come 06:00"
S107569,colleague_absent,Baloyi off sick. again. covered.
S107801,nothing_reported,akukho lutho
S109139,colleague_absent,Baloyi off sick. agn. covered.
S100883,relief_no_show,Next shift guard did not pitch. Had to cover.
S105070,equipment_failure,"machine down agn, took twice as long.."
S106909,relief_no_show,"relief never arrived, stayed on till 0600"
S104559,client_requested,"extra patrol per client email, apprved by office"
S108156,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S106567,colleague_absent,"uZuulu akezanga namhlanje, ngimele yena"
S108365,equipment_failure,"scrubber broke down, had to do the floor manually"
S106218,colleague_absent,"covering Naido post, no show no call"
S101683,colleague_absent,covering for khumalo - booked off sick
S104118,nothing_reported,ntr
S105077,colleague_absent,Covered for Mokoena agaiin - 3rd time this month
S104723,nothing_reported,ok
S104246,colleague_absent,covering for dlamini - booked off sick
S102918,relief_no_show,"control room says relief coming, nobody came"
S103872,nothing_reported,.
S108608,colleague_absent,"worked through, botha at the clinic"
S104021,colleague_absent,"umahlangu akezanga namhlanje, ngimele yena"
S100496,nothing_reported,
S108206,colleague_absent,September off sick. again. covered.
S104343,colleague_absent,"worked through, Dlamini at the clinic"
S105740,nothing_reported,nothing to report
S108052,nothing_reported,.
S101602,client_requested,"extra patrol per client email, approved by office"
S100080,nothing_reported,sharp
S102635,colleague_absent,"covering Hendricks post, no sow no call.."
S100562,colleague_absent,stood in for Sibiya
S104070,nothing_reported,
S108355,equipment_failure,"gate motor failled, manned it by hand till 06:00"
S100623,nothing_reported,no issues on site
S106964,relief_no_show,"next shift akafikanga, ngihlale kuze kube 6"
S101119,client_requested,"requested by centre management for load in, signed off"
S103645,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S106135,disputed_client_request,client signed for the extra hrs but real reason is relief no show agn
S108455,client_requested,client asked for extra patrol after the break-in tuesday
S102759,nothing_reported,ok
S105779,nothing_reported,
S105906,colleague_absent,"double duty today, Adams on family responsibility leave"
S107067,client_requested,"ADDITIONAL COVER REQUESTED BY SIITE MANAGER, SIGNED OFF !"
S103580,client_requested,"requested by centre management for load in, signed off"
S100556,client_requested,Client requested deep clean before the audit - approved
S107252,colleague_absent,"covering mabaso post, no show no call !"
S101765,nothing_reported,all good
S101796,client_requested,extra hours approved by client for the event setup
S102693,colleague_absent,Sithoel off sick. again. covered.
S101519,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107164,client_requested,"stocktake ran over, client ased us to remain, they know they pay for it"
S108036,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S109315,equipment_failure,"machine down agn, took twice as long"
S103762,colleague_absent,"Ngcobo didnt come in, covered the post"
S100709,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S105296,unclear,"client says stay till six, dont knwo if office approved"
S101569,equipment_failure,"generator fault, stayed to monitor.."
S105347,nothing_reported,ntr
S103252,client_requested,client asked for extra patrol after the breaki-n tuesday !
S101449,nothing_reported,-
S100550,colleague_absent,"tok Ndlovu shift as well, 2 posts 1 guard"
S108961,nothing_reported,ntr
S106637,colleague_absent,"covering motaung post, no show no call"
S104009,colleague_absent,"took Manuel shift as well, 2 posts 1 guard.."
S103027,colleague_absent,"gedek vir Mthembu, siek gemeld"
S106515,relief_no_show,"aflos het nie opgedaag nie, mes aanbly"
S106388,relief_no_show,no relief. stayed. someone must please sort the roster
S100356,equipment_failure,"scrubber broke down, had to do the floor manually"
S107006,client_requested,"clieent asked us to stay for the delivery, ok'd by centre mgmt"
S100645,relief_no_show,double shift bc releif never pitched
S102980,colleague_absent,Sithole off sick. agn. covered.
S102720,nothing_reported,ntr
S104617,client_requested,"client wanted extra man on the gate for the event, approved"
S101508,equipment_failure,"BFUFER MACHINE KAPUT, DID THE FLOOR BY HAND"
S106544,colleague_absent,"double duty today, Molefe on family responsibillity leave"
S108184,colleague_absent,"gedek vir Tshabalala, siek gemeld"
S101615,relief_no_show,"control room says relief coming, nobody came"
S107722,nothing_reported,as per normal
S104547,late_handover,"waited 25 min for handover, OB book not signed"
S103554,late_handover,"oorhandiging was laat, gewag vir sleutels"
S100703,client_requested,"additional cover requested by site mgr, signed off"
S109320,client_requested,centre managger requested additoinal coevr for stocktake
S102163,colleague_absent,"Hendricks didnt come in, covered the psot"
S102922,client_requested,"requested by centre management for load in, siged off"
S101063,late_handover,"handover late agn, keys missing"
S107410,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107063,colleague_absent,stood in for molefe
S100720,colleague_absent,Wyk off sick. again. covered.
S103641,unclear,"client says stay till 0600, dont know if office approoved.."
S101110,client_requested,extra hrs approved by client for the event settup
S100472,nothing_reported,quiet shift
S104332,relief_no_show,"next shift akafikanga, ngihlale kuze kube 6"
S103216,late_handover,"waited 50 min for handover, ob book not signed"
S102518,relief_no_show,DOUBLE SHIFT BECAUSE RELIEF NEVER PITCHED
S100338,client_requested,"client wanted extra man on the gate for the event, approved"
S105613,client_requested,"client wanted extra man on the gate for the event, approved"
S103748,relief_no_show,Next shift guard did not pitch. Had to cover.
S109340,colleague_absent,stood in for nkosi
S108023,colleague_absent,covered for september again - 3rd time this month
S107298,colleague_absent,"double duty today, naidoo on fammily responsibility leave.."
S103767,client_requested,CLIENT REQUESTED DEEP CLEAN BEFORE THE AUDIT - APPROVED
S104346,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S105195,colleague_absent,"gedek vir Baloyi, siek gemeld"
S100144,relief_no_show,Next shift guard did not pitch. Had to cover.
S105423,colleague_absent,"worked through, nkosi at the clinic"
S105333,colleague_absent,"took Adams shift as well, 2 posts 1 guard"
S107610,nothing_reported,ok
S107767,relief_no_show,"waited for relief, nobody came througgh"
S107972,client_requested,"client asked us to stay for the delivery, okd' by centre mgmt"
S107177,client_requested,"client asked us to stay for the delivery, okd' by centre mgmt"
S109105,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S100969,nothing_reported,all fine
S105370,colleague_absent,"covering Ndlovu post, no show no call !"
S106526,nothing_reported,no incidents
S103981,equipment_failure,"buffer machine kaput, did the floor by hand"
S109295,client_requested,"extra patrol per client email, approved by office"
S102075,colleague_absent,mabaso off sick. agn. covered..
S102160,client_requested,klient het ektra ure gevra vir stocktake
S104074,equipment_failure,"scrubber broke down, had to do the floor manually"
S100166,equipment_failure,"buffer machine kaput, did the floor by hand"
S102535,nothing_reported,quiet shift
S105844,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S100735,client_requested,"requested by centre management for load in, signed off"
S105683,client_requested,klient het ekstra ure gevra vir stocktake
S107998,relief_no_show,"control room says relief coming, nobody came.."
S100574,colleague_absent,covering for ngcobo - booked off sick
S103505,colleague_absent,Covering for Mavuso - booked off sick
S104752,nothing_reported,.
S100876,colleague_absent,"worked through, Mavuso at the clinic"
S102156,client_requested,kliennt het ekstra ure gevra vir stocktake
S106609,late_handover,shift handover delayed by 25 min
S103588,late_handover,"late handover, waiting on paperwork"
S101813,nothing_reported,ntr
S106469,client_requested,CENTRE MANAGER REQUESTED ADDITIONAL COVER FOR STOCKTAKE
S101115,relief_no_show,"control room says relief coming, nobody came"
S108703,equipment_failure,"scrubber broke down, had to do the floor manually"
