shift_id,logged_by,note
S103562,SUP-15,"waitde 40 min for handover, OB book not signed"
S109114,SUP-06,Covering for Sibiya - booked off sick
S100401,SUP-17,"masjien is stukkend, alles met die hand gedoen"
S107329,SUP-08,"covering jacobs post, no show no call"
S106542,SUP-06,"covering Ndlovu post, no show no call"
S106384,SUP-16,Centre manager requested additional cover for stocktake
S108050,SUP-11,"oorhandiging was laat, gewag vir sleutels"
S104560,SUP-08,"still on site, relief was suppose to come 06h00"
S104444,SUP-21,"relief only arrived six, stayed until then"
S101563,SUP-01,Mokoena off sick. again. covered.
S107377,SUP-13,sharp
S105447,SUP-05,all fine
S109353,SUP-20,"FOURIE DIDNT COME IN, COVERED THE POST"
S103389,SUP-02,shift handover delayed by 25 min
S100108,SUP-03,niks om te rapporteer nie
S108169,SUP-17,CLIENT REQUESTED DEEP CLEAN BEFORE THE AUDIT - APPROVED
S105080,SUP-06,"client says stay till 6am, dont know if office approved"
S108856,SUP-01,no relief. stayed. someone must please sort the roster
S105331,SUP-21,"tshabalala didnt come in, covered the post"
S105996,SUP-07,akukho lutho
S106246,SUP-11,"extra patrol per client email, approved by office"
S109266,SUP-03,stood in for Jacobs
S103118,SUP-10,KLIENT HET EKSTRA URE GEVRA VIR STOCKTAKE
S103564,SUP-18,Client asked for extra patrol after the break-in Tuesday
S106895,SUP-19,COVERED FOR NAIDOO AGAIN - 3RD TIME THIS MONH
S104664,SUP-10,"gate motor failed, manned it by hand till 6am"
S104110,SUP-14,"Mahlangu didnt come in, covvered the post"
S102815,SUP-22,Client requested deep clean before the audit - approved..
S106531,SUP-20,reliief no show AGAIN
S105761,SUP-16,"scrubber broke down, had to do the floor manually !"
S104827,SUP-10,fine
S109104,SUP-24,"covering ncobo post, no show no call"
S101256,SUP-21,no incidents
S108577,SUP-08,fine
S107482,SUP-16,"covering tshabalala post, no show no call"
S102168,SUP-21,"requested by centre management for load in, signed off"
S108588,SUP-03,"Mokoena didnt come in, covered the post"
S102903,SUP-15,fine
S107590,SUP-13,
S107990,SUP-20,Next shift guard did not pitch. Had to cover.
S104917,SUP-06,"client wantde extra man on the gate for the event, approved"
S106054,SUP-19,n/a
S106651,SUP-06,"covering mavuso post, no show no call"
S105903,SUP-02,n/a
S108918,SUP-06,"gate motor failed, manned it by hand till six"
S103566,SUP-13,fine
S100580,SUP-04,"scrubber broke down, had to do the floor manually !"
S102756,SUP-23,no incidents
S108062,SUP-14,"uBotha akezanga namhlanje, ngimele yena"
S102048,SUP-23,all quiet
S101479,SUP-20,stood in for mavuso !
S100486,SUP-23,"waited for relif, noody came through"
S100254,SUP-17,klient het ekstra ure gevra vir stocktake
S103600,SUP-24,"requested by centre management for load in, signed off"
S109196,SUP-15,ok
S104748,SUP-15,"next shift akafikanga, ngihlale kuze kube 6.."
S104029,SUP-20,"handover late again, keys missing"
S107997,SUP-15,"waited 25 min for handover, OB book not signed"
S101101,SUP-17,"buffer machine kaput, did the floor by hand"
S106368,SUP-13,"took Mthembu sift as well, 2 posts 1 guard"
S100650,SUP-13,"hanodver late again, keys missing"
S102313,SUP-12,"scrubber broke dow, had to do the floor manually"
S105832,SUP-21,no relief. stayed. someone must pleasse sort the roster
S106260,SUP-23,"Fourie absent, took her rounds as well"
S102468,SUP-04,"gedek vir Sibiya, siek gmeld !"
S103572,SUP-14,"still on site, relief was suppose to come 6am"
S105038,SUP-15,"covering Khumalo poost, no show no call"
S108041,SUP-18,stood in for Sibiya
S105104,SUP-17,"client says stay till 6am, dont know if office approved"
S106517,SUP-11,"covering Ngcobo post, no show no call"
S103677,SUP-24,"EXTRA PATROL PER CLIENT EMAIL, APPROVED BY OFFICE"
S108890,SUP-20,"coverng Mokoena post, no show no call"
S104902,SUP-13,"took Zulu shift as well, 2 posts 1 guard"
S106815,SUP-21,"uKhumalo akezanga namhlanje, ngimele yena"
S106110,SUP-12,"scrubber broke down, had to do the floor manually"
S103096,SUP-12,"still on site, relief was suppose to come 0h600"
S103034,SUP-18,Client asked for extra patrol after the break-in Tuesday
S100272,SUP-18,"extra patrol per client email, approved by office"
S109168,SUP-01,"took radebe shift as well, 2 posts 1 guard"
S106426,SUP-24,"sibiya didnt come in, covered the post"
S106302,SUP-09,"oorhandiging was laat, gewag vir sleutels.."
S101930,SUP-24,"buffer machine kaput, did the floor by hand"
S104426,SUP-20,"Jacobs ddnt come in, covered the post"
S100225,SUP-20,n/a
S102621,SUP-02,all good
S105134,SUP-08,fine
S106959,SUP-13,shift handover delayed by 30 min
S100776,SUP-13,"client wanted extra man on the gate for the event, approved"
S107712,SUP-03,relief no show AGAIN
S101017,SUP-09,akukho lutho
S103042,SUP-08,Covering for Adams - booked off sick
S101783,SUP-14,"Mthembu absent, took her rounds as well"
S101489,SUP-17,"KHUMALO ABSENT, TOOK HER ROUNDS AS WELL"
S101625,SUP-12,klient het ekstra ure gevra vir stocktake
S106255,SUP-15,nothing to report
S100111,SUP-20,no issues on site
S101389,SUP-08,"requested by centre management for load in, signed off"
S101594,SUP-01,Covering for Motaung - booked off sick
S108714,SUP-17,.
S101860,SUP-14,"oorhandiging was laat, gewag vir sleutels"
S104813,SUP-14,"client wanted extra man on the gate for the event, approved"
S102738,SUP-14,"no replacement sen, ngicela sort this out"
S102457,SUP-18,"GEDEK VIR TSHABALALA, SIEK GEMELD"
S109258,SUP-16,n/a
S104065,SUP-01,klient het ekstra ure gevra vir stocktake
S106134,SUP-14,klient het ekstra ure gevra vir stokctake
S104737,SUP-03,ntr
S108111,SUP-13,"lift out of order, everything carried up stairs, took long"
S107379,SUP-04,"uTshabalala akezanga namhlanje, ngimele yena"
S105790,SUP-13,extra hours approved by client for the event setup
S101975,SUP-07,centre mgr requested additional cover for socktake
S103015,SUP-10,"requested by centre management for load in, signed off"
S108376,SUP-23,"relief only arrived six, stayed until then"
S107834,SUP-09,sharp
S105111,SUP-17,no incidents
S102752,SUP-03,"requested by centre management for load in, signed off"
S104303,SUP-01,"umavuso akezanga namhlaje, ngimele yena"
S101503,SUP-20,"double duty today, Mabaso on family responsibility leave"
S107725,SUP-20,
S106111,SUP-04,COVERED FOR MOLEFE AGAIN - 3RD TIME THIS MONTH
S103023,SUP-23,niks om te rapporteer nie
S100589,SUP-03,stood in for Mavuso
S100308,SUP-06,"UBOTHA AKEZANGA NAMHLANJE, NGIMELE YENA.."
S104634,SUP-20,covered for ngcobo again - 3rd time this month
S106676,SUP-15,Centre mgr requested additional cover for stocktake
S101329,SUP-06,"late handover, waiting on ppaerwork.."
S103782,SUP-20,.
S100173,SUP-08,relief no show AGAIN
S103024,SUP-12,stood in for Fourie
S104314,SUP-04,"buffer machine kaput, did the floor by hand"
S101799,SUP-16,"took Wyk shfit as well, 2 posts 1 guard"
S106226,SUP-19,"oorhandiging was laat, gewag vir sleutels"
S101914,SUP-07,"client wanted extra man on the gate for the event, approved"
S103983,SUP-01,ok
S100260,SUP-09,"requested by centre management for laod in, siigned off"
S106095,SUP-18,relief no show AGAIN..
S104101,SUP-12,double shift because relief nevre pitched !
S102185,SUP-13,"gate motor faied, manned it by hand till 06:00"
S101029,SUP-23,all quiet
S106177,SUP-19,niks om te rapporteer nie
S101540,SUP-23,"relief never arriived, stayed on till 6am.."
S103555,SUP-09,Covering for Mabaso - booked off sick
S100187,SUP-01,"late handover, waiting on paperwork.."
S100994,SUP-14,shift handover delayed by 30 min
S108396,SUP-20,akukho lutho
S108964,SUP-11,"macine down again, took twice as long.."
S105197,SUP-09,Client asked for extra patrol after the break-in Tuesday
S108086,SUP-08,"generator fault, stayed to monitor.."
S104812,SUP-24,"gedek vir Wyk, siek gemeld"
S103937,SUP-12,"client asked us to stay for the delivery, ok'd by centre mgmt"
S108875,SUP-24,all quiet
S109345,SUP-03,"waited 25 min for handover, OB book not signed"
S103752,SUP-21,stood in for Ndlovu
S105864,SUP-20,all good
S103788,SUP-12,"additional cover requested by site manager, signed off"
S108707,SUP-19,extra hours approved by client for the event setup..
S105904,SUP-22,"waited 45 min for handover, OB book not signed"
S108183,SUP-08,"double duty today, Radebe on family responsibility leave"
S106897,SUP-24,client asked for extra patrol after the break-in tuesday
S101626,SUP-06,"control room says relief coming, nobody came.."
S108720,SUP-22,"took botha shift as welll, 2 posts 1 guard"
S100151,SUP-19,"no replacement sent, ngicla sort this out"
S108351,SUP-01,Client asked for extra patrol after the break-n Tuesday
S101876,SUP-24,"gedek vir Sibiya, siek gemeld"
S107598,SUP-11,"double dtuy today, Mabaso on family responsibility leave"
S101611,SUP-10,"additional cover requested by site manager, signed off"
S100686,SUP-01,"double dtuy today, sibiya on family responsibility leave.."
S105135,SUP-20,ntr
S105437,SUP-18,"late handoverr, waiting on paperwork.."
S107612,SUP-18,shift handover delayed by 30 min
S105334,SUP-11,"client asked us to stay for the delivery, ok'd by centre mgmt"
S107907,SUP-11,"relief only arrived 0600, stayed until then"
S100176,SUP-23,relief no show AGAIN
S105236,SUP-18,quiet shift
S102422,SUP-12,fine
S106865,SUP-11,"waited 40 min for handover, OB book not signed"
S109275,SUP-04,"next shift akafikanga, ngihlale kuze kbue 0600"
S101634,SUP-05,"client wanted extra man on the gate for the event, approved"
S103504,SUP-18,-
S108589,SUP-24,"gate motor failed, manned it by hand till 6am"
S107748,SUP-19,Covering for Raddebe - booked off sick
S100722,SUP-18,"no replacement sent, ngiceela sort thiis out"
S106105,SUP-16,"client wanted extra man on the gate for the event, approved"
S108840,SUP-03,Client asked for extra patrol after the break-in Tuesday
S104494,SUP-04,all good
S104059,SUP-06,"handover late agn, keys missing"
S107987,SUP-16,"control room says relief coming, nobody came"
S105786,SUP-07,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S101880,SUP-06,"generator fault, stayed to monitor"
S103591,SUP-14,"client says stay till 06h000, dont know if office approved"
S107064,SUP-24,"generator fault, stayed to monitor"
S100258,SUP-08,"took Zulu shift as well, 2 posts 1 guard"
S101493,SUP-04,"extra patrol per client email, approved by ofice.."
S108173,SUP-06,"jacobs didnt come in, covered the psot"
S107362,SUP-18,"gate motor failed, manned it by hand till 6am"
S106155,SUP-23,"relief only arrived 06h00, stayed until then.."
S105417,SUP-19,"covering Baloyi post, no show no call"
S107630,SUP-15,ok
S101106,SUP-13,"gedek vir sibiya, siek gemeld"
S104193,SUP-08,quiet shift
S100708,SUP-18,relief no show AGAN
S100746,SUP-08,covering for mthembu - booked off sick
S104863,SUP-23,"handover late again, keys missing"
S104353,SUP-18,quiet shift
S108312,SUP-23,"lift out of order, everything carried up stairs, took long"
S107015,SUP-15,shift handover delayed by 25 min
S105321,SUP-08,"generator fault, stayed to monitor"
S101345,SUP-19,"oorhandiging was laat, gewag vir sleutels.."
S105442,SUP-15,niks om te rapporteer nie
S109354,SUP-18,"late handover, waiting on paperwork"
S106794,SUP-03,as per normal
S108276,SUP-04,"machine down agn, toook twice as long"
S105716,SUP-23,no relief. stayed. someone must pls sort the roster
S107347,SUP-08,"covering Mabaso pst, no show no call"
S109303,SUP-17,"took Molefe shift as well, 2 posts 1 guard"
S106462,SUP-21,"stocktake ran over, client asked us to remain, they know they pay for it"
S107420,SUP-01,"waited 30 min for handover, OB book not signed.."
S108102,SUP-04,"requested by centre management for load in, signed off"
S104907,SUP-07,"machine down ang, took twice as long.."
S104285,SUP-17,Client requested deep clean bfore the audit - approved
S106215,SUP-01,"late handover, waiting on paperwork"
S106269,SUP-15,"Radebe didnt come in, covered the pst"
S106418,SUP-07,client requested deep clean before the audit - approved
S104318,SUP-05,double shift bc relief never pitched..
S103038,SUP-22,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S101593,SUP-13,"next shift akafikanga, ngihlale kuze kube 06h00"
S108484,SUP-19,fine
S102184,SUP-02,"client wanted extra man on the gate for the event, approved"
S103827,SUP-18,"handover late again, keys missing"
S102641,SUP-19,ok
S106425,SUP-13,Client asked for extra patrol after the break-in Tuesday
S106887,SUP-04,relief no show AGAIN
S106310,SUP-16,stood in for botha
S103769,SUP-23,Covering for Molefe - booked off sick !
S109125,SUP-07,"buffer machine kaput, did the floor by hand"
S105330,SUP-05,all quiet
S105128,SUP-07,"oorhandiging was laat, gewag vir sleutels"
S103548,SUP-19,"requested by centre management for load in, signed off"
S107828,SUP-06,"scrubbr broke dwon, had to do the floor manually"
S107360,SUP-09,NDLOVU OFF SICK. AGN. COVERED.
S100250,SUP-03,"relief onnly arrived sixx, styed until then"
S105607,SUP-17,"gate motor failed, manned it by hand till 0600.."
S104909,SUP-09,Client asked for extra patrol after the break-in Tuesday
S105715,SUP-04,"jacobs absent, took her rounds as well"
S108256,SUP-04,"extra patrol per client email, approved by office"
S107025,SUP-15,as per normal
S107860,SUP-10,Client requested deep clean before the audit - approved
S108314,SUP-06,no issues on site
S101579,SUP-16,"handover late agin, kys missing"
S102325,SUP-16,no issues on site
S100961,SUP-11,akukho lutho
S103659,SUP-13,"requested by centre management for load in, signed off"
S107788,SUP-10,"generator fault, stayed to monitor"
S106525,SUP-22,Naidoo off sick. agn. covered.
S100335,SUP-13,"stocktake ran over, client asked us to remain, they know they pay for it !"
S107697,SUP-15,"next shift akafikanga, ngihlale kuze kube 06h00.."
S101797,SUP-24,"double duty today, Baloi on family responsibility leave"
S101653,SUP-06,"client wanted extra man on the gate for the event, approved"
S104126,SUP-06,"took ngcobo shift as well, 2 posts 1 guard !"
S104313,SUP-06,client signde for the extra hours but real reaon is relief no show agn
S105082,SUP-09,Centre mgr requested additional cover for stocktake
S107328,SUP-04,Ngcobo off sick. agn. covered.
S100559,SUP-18,"scrubber broke down, had to do the floor manually"
S107027,SUP-14,"worked through, Botha at the clinic"
S100512,SUP-19,extra houurs approvved by client for the event setup
S108843,SUP-23,"relief only arrived 0600, stayed until then"
S102407,SUP-12,"waited 25 min for handover, OB book not signed"
S103766,SUP-10,"Baloyi absent, toook her rounds as well !"
S100247,SUP-24,"gate motor failed, manned it by hand till 6.."
S107594,SUP-18,"gedek vir Mthembu, siek gemeld"
S107463,SUP-12,"masjien is stukkend, alles met die hnd gedoen.."
S105085,SUP-13,"covering Motaung pst, no show no call"
S108449,SUP-09,"STILL ON SITE, RELIEF WAS SUPPOSE TO COME 6AM"
S100638,SUP-17,"covering Molefe post, no show no call"
S108375,SUP-10,Client requested deep clean before the audit - approved
S103818,SUP-10,stood in for Hendricks
S103385,SUP-17,adams off sick. agn. covered.
S109204,SUP-22,shift handover delayed by 40 min
S100519,SUP-17,quiet shift
S100263,SUP-10,"machhine down agnn, took twice as long"
S105110,SUP-16,"requested by centre management for load in, signed off"
S102851,SUP-14,"Fourie didnt come in, covered the post"
S101066,SUP-16,Client requested deep clean beefore the audit - approved
S109119,SUP-03,"next shift akafikanga, ngihlale kuze kube 0600.."
S102485,SUP-01,"covering Mahlnagu post, no show no call.."
S106307,SUP-08,"oorhandiging was laat, gewag vir sleutles"
S104640,SUP-14,"late handover, waitng on paperwork"
S108060,SUP-17,Next shift guard did not pitch. Had to cover.
S101897,SUP-08,"generator fault, stayed to monitor"
S103510,SUP-11,akukho lutho
S100721,SUP-18,"oorhandiging was laat, gewag vir slutels"
S109244,SUP-05,"covering dlamini post, no show no call"
S106524,SUP-17,"stocktake ran over, client asked us to remain, they know they pay for it"
S104048,SUP-22,"Botha didnt come in, covered the post.."
S106279,SUP-17,Client asked for extra patrol after the break-in Tuesday
S100658,SUP-06,quiet shift
S109007,SUP-21,-
S106677,SUP-18,"client wanted extra man on the gate for the eent, approved"
S100303,SUP-17,sharp
S104262,SUP-15,klient het ekstra ure gevra vir stocktakke
S104829,SUP-02,.
S103758,SUP-10,extra hours approved by client for the event setup
S108053,SUP-12,"uMotaung akezanga namhlanje, ngimele yena"
S100287,SUP-23,.
S105435,SUP-10,"waited 25 min for handover, ob book not signed"
S108377,SUP-20,extra hours approved by client for the event setup
S100543,SUP-03,"gate motor failed, manned it by hand till 0600.."
S106048,SUP-07,"stocktake ran over, client asked us to remain, they know thy pay for it"
S106627,SUP-11,extra hrs approved by client for the evetn setup !
S104317,SUP-01,"machine down again, took twice as long"
S100585,SUP-11,extra hrs approved by client for the event setup
S103322,SUP-01,"clent asked us to stay for the delivery, ok'd by centre mgmt"
S107281,SUP-03,Client asked for extra patrol after the break-in Tuesday..
S101613,SUP-15,no issues on site
S105263,SUP-04,"oorhandiging was laat, gewag vir sleutels.."
S104844,SUP-17,"double duty today, Baloyi on family responsibility leave"
S109257,SUP-07,"UDLAMINI AKEZANGA NAMHLANJE, NGIMELE YENA.."
S101852,SUP-18,"stocktake ran over, client asked us to remain, they know they pay for it"
S107993,SUP-14,no relief. stayed. soemone must please sort the roster
S101673,SUP-20,quiet shift
S100900,SUP-14,no relief. stayed. someone must pls sort the roster
S104782,SUP-06,"took Sibiya shift as well, 2 posts 1 guard !"
S100369,SUP-07,"control room says relief coming, nobody came"
S107249,SUP-06,client requested deep clean before the audit - approved
S100812,SUP-10,"client asked us to stay for the delivery, ok'd by centre mgmt !"
S105004,SUP-16,"Maluleke didnt come in, covered the pot.."
S108127,SUP-15,.
S104866,SUP-10,"late handover, waiting on paperwork"
S104565,SUP-11,"masjien is stukkend, alles met die hand gedoen.."
S103823,SUP-16,STOOD IN FOR BALOYI
S100337,SUP-10,Centre mgr requested additional cover for stocktake
S102380,SUP-24,Client requested deep clean before the audit - approved
S108008,SUP-08,Client requested deep claen before the audit - approved
S108054,SUP-09,CLIENT SIGNED FOR THE EXTRA HRS BUT REAL REASON IS RELIEF NO SHOW AGAIN
S105116,SUP-16,
S107505,SUP-17,"stocktake ran over, client asked us to remain, they know they pay for it"
S104470,SUP-10,sharp
S103327,SUP-06,"EXTRA PATROL PER CLIENT EMAIL, APPROVED BY OFFICE"
S106369,SUP-17,"handover late agn, keys missing"
S104425,SUP-15,Next shift guard did not pitch. Had to cover.
S106790,SUP-22,as per normal
S101341,SUP-17,"oorhandiging was laat, gewag vir sleutels"
S105660,SUP-14,"covering Adams post, no show no call"
S103413,SUP-24,-
S108598,SUP-09,double shift becaue relief never pitched
S101586,SUP-07,"scrubber broke down, had to do the floor manually"
S103803,SUP-04,"Motaung absent, took her rounds as well"
S108867,SUP-11,"still on site, relief was suppose to come 06:00"
S107569,SUP-18,Baloyi off sick. again. covered.
S107801,SUP-09,akukho lutho
S109139,SUP-16,Baloyi off sick. agn. covered.
S100883,SUP-22,Next shift guard did not pitch. Had to cover.
S105070,SUP-19,"machine down agn, took twice as long.."
S106909,SUP-14,"relief never arrived, stayed on till 0600"
S104559,SUP-11,"extra patrol per client email, apprved by office"
S108156,SUP-24,"client asked us to stay for the delivery, ok'd by centre mgmt"
S106567,SUP-06,"uZuulu akezanga namhlanje, ngimele yena"
S108365,SUP-15,"scrubber broke down, had to do the floor manually"
S106218,SUP-19,"covering Naido post, no show no call"
S101683,SUP-10,covering for khumalo - booked off sick
S104118,SUP-24,ntr
S105077,SUP-14,Covered for Mokoena agaiin - 3rd time this month
S104723,SUP-10,ok
S104246,SUP-13,covering for dlamini - booked off sick
S102918,SUP-12,"control room says relief coming, nobody came"
S103872,SUP-10,.
S108608,SUP-17,"worked through, botha at the clinic"
S104021,SUP-20,"umahlangu akezanga namhlanje, ngimele yena"
S100496,SUP-20,n/a
S108206,SUP-11,September off sick. again. covered.
S104343,SUP-09,"worked through, Dlamini at the clinic"
S105740,SUP-10,nothing to report
S108052,SUP-15,.
S101602,SUP-12,"extra patrol per client email, approved by office"
S100080,SUP-03,sharp
S102635,SUP-22,"covering Hendricks post, no sow no call.."
S100562,SUP-08,stood in for Sibiya
S104070,SUP-23,
S108355,SUP-10,"gate motor failled, manned it by hand till 06:00"
S100623,SUP-24,no issues on site
S106964,SUP-14,"next shift akafikanga, ngihlale kuze kube 6"
S101119,SUP-11,"requested by centre management for load in, signed off"
S103645,SUP-04,"masjien is stukkend, alles met die hand gedoen"
S106135,SUP-09,client signed for the extra hrs but real reason is relief no show agn
S108455,SUP-02,client asked for extra patrol after the break-in tuesday
S102759,SUP-18,ok
S105779,SUP-23,n/a
S105906,SUP-10,"double duty today, Adams on family responsibility leave"
S107067,SUP-20,"ADDITIONAL COVER REQUESTED BY SIITE MANAGER, SIGNED OFF !"
S103580,SUP-08,"requested by centre management for load in, signed off"
S100556,SUP-12,Client requested deep clean before the audit - approved
S107252,SUP-24,"covering mabaso post, no show no call !"
S101765,SUP-12,all good
S101796,SUP-17,extra hours approved by client for the event setup
S102693,SUP-07,Sithoel off sick. again. covered.
S101519,SUP-22,"stocktake ran over, client asked us to remain, they know they pay for it"
S107164,SUP-09,"stocktake ran over, client ased us to remain, they know they pay for it"
S108036,SUP-21,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S109315,SUP-07,"machine down agn, took twice as long"
S103762,SUP-10,"Ngcobo didnt come in, covered the post"
S100709,SUP-11,"client asked us to stay for the delivery, ok'd by centre mgmt"
S105296,SUP-20,"client says stay till six, dont knwo if office approved"
S101569,SUP-07,"generator fault, stayed to monitor.."
S105347,SUP-21,ntr
S103252,SUP-10,client asked for extra patrol after the breaki-n tuesday !
S101449,SUP-07,-
S100550,SUP-23,"tok Ndlovu shift as well, 2 posts 1 guard"
S108961,SUP-17,ntr
S106637,SUP-22,"covering motaung post, no show no call"
S104009,SUP-19,"took Manuel shift as well, 2 posts 1 guard.."
S103027,SUP-12,"gedek vir Mthembu, siek gemeld"
S106515,SUP-08,"aflos het nie opgedaag nie, mes aanbly"
S106388,SUP-19,no relief. stayed. someone must please sort the roster
S100356,SUP-03,"scrubber broke down, had to do the floor manually"
S107006,SUP-03,"clieent asked us to stay for the delivery, ok'd by centre mgmt"
S100645,SUP-02,double shift bc releif never pitched
S102980,SUP-07,Sithole off sick. agn. covered.
S102720,SUP-18,ntr
S104617,SUP-09,"client wanted extra man on the gate for the event, approved"
S101508,SUP-09,"BFUFER MACHINE KAPUT, DID THE FLOOR BY HAND"
S106544,SUP-06,"double duty today, Molefe on family responsibillity leave"
S108184,SUP-11,"gedek vir Tshabalala, siek gemeld"
S101615,SUP-24,"control room says relief coming, nobody came"
S107722,SUP-11,as per normal
S104547,SUP-20,"waited 25 min for handover, OB book not signed"
S103554,SUP-02,"oorhandiging was laat, gewag vir sleutels"
S100703,SUP-14,"additional cover requested by site mgr, signed off"
S109320,SUP-14,centre managger requested additoinal coevr for stocktake
S102163,SUP-15,"Hendricks didnt come in, covered the psot"
S102922,SUP-22,"requested by centre management for load in, siged off"
S101063,SUP-19,"handover late agn, keys missing"
S107410,SUP-16,"stocktake ran over, client asked us to remain, they know they pay for it"
S107063,SUP-20,stood in for molefe
S100720,SUP-23,Wyk off sick. again. covered.
S103641,SUP-23,"client says stay till 0600, dont know if office approoved.."
S101110,SUP-13,extra hrs approved by client for the event settup
S100472,SUP-15,quiet shift
S104332,SUP-17,"next shift akafikanga, ngihlale kuze kube 6"
S103216,SUP-10,"waited 50 min for handover, ob book not signed"
S102518,SUP-15,DOUBLE SHIFT BECAUSE RELIEF NEVER PITCHED
S100338,SUP-24,"client wanted extra man on the gate for the event, approved"
S105613,SUP-01,"client wanted extra man on the gate for the event, approved"
S103748,SUP-13,Next shift guard did not pitch. Had to cover.
S109340,SUP-01,stood in for nkosi
S108023,SUP-12,covered for september again - 3rd time this month
S107298,SUP-08,"double duty today, naidoo on fammily responsibility leave.."
S103767,SUP-16,CLIENT REQUESTED DEEP CLEAN BEFORE THE AUDIT - APPROVED
S104346,SUP-01,"stocktake ran over, client asked us to remain, they know they pay for it"
S105195,SUP-15,"gedek vir Baloyi, siek gemeld"
S100144,SUP-03,Next shift guard did not pitch. Had to cover.
S105423,SUP-07,"worked through, nkosi at the clinic"
S105333,SUP-05,"took Adams shift as well, 2 posts 1 guard"
S107610,SUP-08,ok
S107767,SUP-08,"waited for relief, nobody came througgh"
S107972,SUP-10,"client asked us to stay for the delivery, okd' by centre mgmt"
S107177,SUP-06,"client asked us to stay for the delivery, okd' by centre mgmt"
S109105,SUP-03,"masjien is stukkend, alles met die hand gedoen"
S100969,SUP-05,all fine
S105370,SUP-14,"covering Ndlovu post, no show no call !"
S106526,SUP-13,no incidents
S103981,SUP-15,"buffer machine kaput, did the floor by hand"
S109295,SUP-13,"extra patrol per client email, approved by office"
S102075,SUP-02,mabaso off sick. agn. covered..
S102160,SUP-24,klient het ektra ure gevra vir stocktake
S104074,SUP-02,"scrubber broke down, had to do the floor manually"
S100166,SUP-15,"buffer machine kaput, did the floor by hand"
S102535,SUP-06,quiet shift
S105844,SUP-21,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S100735,SUP-11,"requested by centre management for load in, signed off"
S105683,SUP-24,klient het ekstra ure gevra vir stocktake
S107998,SUP-22,"control room says relief coming, nobody came.."
S100574,SUP-06,covering for ngcobo - booked off sick
S103505,SUP-06,Covering for Mavuso - booked off sick
S104752,SUP-21,.
S100876,SUP-24,"worked through, Mavuso at the clinic"
S102156,SUP-12,kliennt het ekstra ure gevra vir stocktake
S106609,SUP-17,shift handover delayed by 25 min
S103588,SUP-15,"late handover, waiting on paperwork"
S101813,SUP-11,ntr
S106469,SUP-16,CENTRE MANAGER REQUESTED ADDITIONAL COVER FOR STOCKTAKE
S101115,SUP-19,"control room says relief coming, nobody came"
S108703,SUP-10,"scrubber broke down, had to do the floor manually"
